date,headline,summary
2020-09-21,"Market Wrap: Bitcoin Dips to $10.1K, Ether Drops to $330 on Sell-Off Session",Bitcoin and ether price fell precipitously Monday as markets globally roil in uncertainty.
2020-09-22,Market Wrap: Bitcoin Clings to $10.4K; Ether in Smart Contracts Highest Since 2016,Bitcoin price holds steady while ether in smart contracts reach a level not seen in four years.
2020-09-23,Market Wrap: Bitcoin Drops to $10.2K; Scaling Solution xDai Doubles in Value Locked,Bitcoin price dipped Wednesday while investors park crypto in Ethereum sidechain stablecoin xDai.
2020-09-24,Market Wrap: Bitcoin Hits $10.7K; Options Market Likes Sub-$360 Ether,Bitcoin’s price popped Thursday while options traders take bearish ether October bets.
2020-09-25,Market Wrap: Bitcoin Sticks to $10.7K; DeFi Site dForce Doubles TVL in 24 Hours,"Bitcoin's price forecast is looking bullish heading into the weekend. Meanwhile, DeFi investors doubled the total value locked in dForce."
2020-09-25,"New Blockchain Program Aims to Counter Fake Viewer Data, Scam Ads","The platform targeted at combating scams advertised in video ads deploys a combination of Theta’s blockchain, Google’s BigQuery solution and Chainlink’s oracles."
2020-09-28,Market Wrap: Bitcoin Hits $10.9K; Ether Options Signal Short-Term Volatility,"Bitcoin prices approached $11,000 in early trading Monday as the ether options signal short-term gyrations."
2020-09-29,Market Wrap: Bitcoin Holds at $10.7K; Uniswap Volume Drops,"Bitcoin’s price struggles to stick to $10,700 as Uniswap’s decentralized exchange trading volume falls to cap September."
2020-09-30,First Mover: Chainlink’s Sorry September Returns Shows DeFi Hysteria Deflating,"Chainlink's LINK has been the worst-performing digital asset in September in the CoinDesk 20, during an ugly month across cryptocurrency markets."
2020-09-30,Blockstack's Clarity Smart Contracts Will Source Data From Chainlink Oracles,Blockstack and Algorand's Clarity smart contracts will source their data from Chainlink's oracle network.
2020-09-30,"MakerDAO Adds Chainlink, Compound, Loopring as Collateral Options",MakerDAO has voted to add support for a trio of new tokens for the decentralized finance (DeFi) loans that generate DAI stablecoins.
2020-10-02,Market Wrap: Bitcoin Rebounds to $10.5K; Stablecoin Market Cap ‘Goes Parabolic’,Bitcoin price has proved resilient in the face of bad news but traders expect crypto volatility ahead.
2020-10-05,Market Wrap: Bitcoin Gains Steadily to $10.7K; Ethereum Fees at 2-Month Low,Bitcoin’s price has remained remarkably resilient despite recent dispiriting news; Ethereum fees dip.
2020-10-06,"Bitcoin Trump-Dumps to $10,500; MetaMask Hits 1 Million Users","Bitcoin’s price dipped Tuesday after Pres. Trump rejected the latest stimulus proposal, while a popular Ethereum wallet continues to grow."
2020-10-08,Market Wrap: Bitcoin Surges on Square News to $10.9K; December Ether Options Pile Up,Bitcoin’s price jumped on news of payments firm Square’s investment while traders have amassed over $165 million in ether options open interest for December expiration.
2020-10-09,Market Wrap: Bitcoin Tops $11.1K; Ether Traders Like $400 Options,Bitcoin’s price is trending upward while ether options traders focus on $400 strikes.
2020-10-12,Market Wrap: Bitcoin Bumps Close to $11.6K; Ether Options Open Interest Dips,Bitcoin price jumped after a sleepy weekend while ether options interest has been weaker than the past month.
2020-10-13,"Market Wrap: Bitcoin Slips to $11,300; Ether Locked in DeFi Is Flat",Bitcoin’s price is slipping while the amount of ether parked in DeFi is stuck in neutral.
2020-10-15,Market Wrap: Bitcoin Tests $11.5K; Ether Futures Open Interest Flattens,Bitcoin's price is trending up while ether futures open interest has stopped growing in the past month.
2020-10-16,Market Wrap: Bitcoin Has Light Response to OKEx While Ether Options Traders Make Beacon Bets,"Bitcoin’s price is rebounding after an OKex-related dip. Meanwhile, ether options traders have a bearish ""beacon chain"" attitude."
2020-10-20,Market Wrap: Bitcoin Tests $12K; Ethereum Fees Fall to 3-Month Low,"Bitcoin’s price passed $12,000 while Ethereum fees dipped."
2020-10-20,.Crypto Domain Owners Can Now Be Verified With Twitter Accounts for Safer Payments,The Twitter authentication service lets .crypto domain holders verify address ownership via the MyEtherWallet app.
2020-10-21,Market Wrap: PayPal Powers Bitcoin Past $12.8K as Ether Dominance Drops,Bitcoin’s price hit a 2020 record as ether’s share of the market dips.
2020-10-27,"Market Wrap: Bitcoin Jumps to $13.7K, Nearing 2019’s High; Ether Volatility Reverses Course",Bitcoin’s price is closing in on record 2020 highs as ether’s volatility picks up.
2020-10-28,Market Wrap: Bitcoin Slips to $12.8K; Ether Options Traders Prefer Calls,Bitcoin’s price fell while ether options traders have favored call options in the past month.
2020-11-10,Market Wrap: Bitcoin Flat at $15.3K; Crypto Locked in DeFi at All-Time High,Bitcoin’s price takes a break while DeFi value locked is at record levels.
2020-11-11,TrustToken Taps Chainlink for On-Chain Proof of Reserves for TrueUSD Stablecoin,The transparency measure is meant to provide additional certainty for decentralized finance (DeFi) traders who often rely on asset-backed stablecoins.
2020-11-12,Brent Crude Oil Futures Now Tradable on DeFi Exchange Synthetix,"One of two global oil benchmarks, Brent Crude Futures are now available through DeFi exchange Synthetix."
2020-11-12,‘Chainlink Killer’ API3 Closes $3M Funding Round With Placeholder and Pantera,"API3, a firm aiming to provide an alternative to oracle service Chainlink, has raised $3 million in a private funding round led by Placeholder."
2020-11-19,Market Wrap: Bitcoin Hangs Around $18K While Ether Locked in DeFi Declines,Bitcoin’s price pulled off the bull road for a rest stop Thursday while ether holders pull out of DeFi.
2020-11-25,Market Wrap: Bitcoin Loses Momentum at $19.4K; Ethereum Fees Increasing,"Bitcoin’s price rise stalled out just before hitting $19,500 Wednesday. The Ethereum network’s fees are in an upswing."
2020-12-03,Market Wrap: Bitcoin Lingers Around $19.4K While ETH/BTC Pairing Hits Bull Mode,Bitcoin’s price is in a tight range Thursday while some investors are moving into ether.
2020-12-09,Market Wrap: Bitcoin Recovers to $18.2K While Market Dynamics Juice DeFi Total Locked,"Bitcoin fell below $18,000 Wednesday while DeFi closing in on $15 billion locked may have more to do with price than actual cryptocurrency parked there."
2020-12-11,Market Wrap: Bitcoin Holding at $18K; Active Ethereum Addresses up 140% in 2020,"Bitcoin’s price dipped below $18,000 for the third straight day while an increase in active Ethereum addresses is fundamentally positive."
2020-12-15,Market Wrap: Bitcoin Tests $19.5K; Ether Options Interest in Doldrums,Bitcoin continues to appreciate in price as ether options interest wanes after a hot November.
2020-12-24,Market Wrap: Bitcoin Stays in Tight Range but Gains Dominance as XRP Crumbles,"With XRP’s sell-off, bitcoin’s dominance increases. However, the derivatives market hints at more volatility ahead for the world's leading cryptocurrency."
2021-01-13,Market Wrap: Bitcoin Claws Back to $36.4K While 25% of Ether Options Will Expire in March,Less action in the bitcoin market Wednesday means traders are sitting out while ether options are piling up for a first-quarter expiration.
2021-01-14,Market Wrap: Bitcoin Hits $40K Again While Ether Volume Is Erupting This Year,Bitcoin’s price is on a rising trend for the first time this week.
2021-01-14,Paxos Makes Fresh Push for DeFi Market With New Oracle Integration,Paxos’ stablecoin tokens have mainly been playing catch-up since the DeFi spike in 2020.
2021-01-15,Market Wrap: Bitcoin Dips to $34.4K as Big-Name DeFi Tokens Trounce ETH,"Bitcoin may be down now but there is still growing demand for crypto assets, one analyst said."
2021-01-18,"Chainlink Hits Record High, Altcoins Rally Amid Bitcoin Consolidation",Chainlink's oracles act as a bridge between cryptocurrency smart contracts and off-chain data feeds.
2021-01-20,Market Wrap: Bitcoin Drops Briefly Below $33.5K While Ether Calls Dominate Options,"Bitcoin fell by over $3,300 while options traders see ether going higher."
2021-01-22,Market Wrap: Bitcoin Back Above $33K While Ether Up 65% in 2021,"There appears to be strong support around $30,000, according to traders."
2021-01-24,Chainlink's LINK Cryptocurrency Hits New Record Price High,"The cryptocurrency is now up 105% since Jan. 1, 2021."
2021-01-25,Market Wrap: Bitcoin Hits $34.8K While Ether Volatility Skyrockets,A bullish bitcoin mentality appears to be forming in the options market while ether continues on its roller coaster.
2021-02-01,Kraken Exchange Brings Its Spot Price Data to DeFi Via New Chainlink Node,Kraken's connection to the Chainlink network allows the exchange to broadcast its price data for use in blockchain-based apps.
2021-02-01,Market Wrap: Bitcoin Trading Tepidly at $33.7K While SushiSwap Eats Raw Market Share,The investor spotlight is now shining on DeFi tokens and trading.
2021-02-03,"Ether Soars to Another All-Time High, Carrying DeFi and Rival Coins With It",Investor excitement ahead of the CME's planned ether futures contract is one reason for the price push.
2021-02-04,"First Mover: Ethereum, DOGE on Own Journeys as Inflation Bets Fuel Bitcoin","Altcoins like Chainlink get big boost from DeFi growth on Ethereum, while inflation bets boost bitcoin and dogecoin gets (Elon Musk) moonshot."
2021-02-10,Chainlink Supporter Deutsche Telekom Has Quietly Started Staking on Blockchains,"Never mind bitcoin on the balance sheet, a subsidiary of Europe’s biggest telco is taking a stake in DeFi."
2021-02-10,Litecoin Hits 3-Year High as Prices Surge Across Altcoin Markets,Alternative cryptocurrencies are surging as bitcoin consolidates after its recent record-breaking rally.
2021-02-24,Chainlink Promises '10x Data' With New 'Off-Chain Reporting' Overhaul,Chainlink Labs developed the new network over the past year.
2021-03-17,"Grayscale Offers New Trusts to Invest in 5 More Cryptos Including Filecoin, Chainlink",The firm had filed for the trusts in Delaware in late January.
2021-03-17,"LINK, MANA Token Prices Spike as Grayscale Unveils New Trusts","Grayscale, via its early-entrant GBTC bitcoin trust, has become one of the most common ways for institutional investors to gain exposure to cryptocurrencies."
2021-03-18,Ether Cards Banks $3.7M in Presale of ‘Supercharged’ NFTs,"“What you can do right now with NFTs is you can buy, you can sell and you can hold. And I think we can do better than that.”"
2021-03-24,Chainlink Integration Connects Filecoin to Smart Contract-Enabled Blockchains,The integration will enable connection between Filecoin and Ethereum and other smart contract-enabled blockchains.
2021-04-06,Grayscale Adds Chainlink to Its Digital Large Cap Fund,The native token of decentralized oracle network Chainlink fills the void left in the fund after the removal of XRP.
2021-04-14,How Chainlink Replaced XRP in the Digital Large Cap Index,"Over the past two quarters, chainlink became one of the consistently largest assets by market cap and volume."
2021-04-15,Chainlink Is Building an Off-Chain Oracle Network,Chainlink 2.0 will create a second layer network that will allow oracles to take the bulk of their work off-chain.
2021-04-22,"Market Wrap: Bitcoin Price, Dominance Slips; Ether Hits Fresh Record High Over $2.6K","As BTC's price continues lower, one possible benefit is a decrease in the crypto's volatility."
2021-05-04,"Market Wrap: Bitcoin, Ether Recover From Midday Market Sell-Off as the DOGE Abides","Some see ether and bitcoin now behaving as very separate assets, which normally isn’t the case."
2021-05-05,"Bitcoin, Ether and Even Dogecoin Examples of ‘Super Healthy’ Crypto Industry","Bloq Chairman and Vesper Co-founder Matthew Roszak talks about the “insane” DOGE rally, how it exemplifies the power of crypto networks, and what he sees as evidence of a “super healthy” crypto industry. Plus, breaking down Vesper’s collaboration with Chainlink to develop an oracle for DeFi’s most cited metric: Total Value Locked."
2021-05-10,"Market Wrap: Stellar, ICP Pop as Altcoin Season Takes Ether to Fresh High",Jed McCaleb’s stellar token rides the altcoin wave as ether pushes to new levels.
2021-05-18,"Market Wrap: Ether Climbs, Pushing Past 'Musk Dip' as Crypto Volatility Increases",Investors are buying and no longer panicking.
2021-05-20,Chainlink Labs Joins Hedera Hashgraph Governing Council,The oracle provider will be the first crypto-native firm on the 21-member council.
2021-05-21,An Interview With Chainlink's Sergey Nazarov,"Chainlink is one of the fastest-growing crypto projects, helping to bridge the digital and physical worlds through data. We sat down with its co-founder ahead of Consensus 2021."
2021-05-21,"Market Wrap: China Breaks Crypto as Bitcoin Falls to $36K, ETH Drops $300 in Two Hours","Within two hours of the State Council statement, BTC fell 11%, based on CoinDesk 20 data."
2021-05-24,Decentralized Prediction Market Augur Launches 'Turbo' Sports Betting Platform,"Augur, a decentralized prediction market, is launching its ""Turbo"" platform Monday, which will run on the Ethereum layer 2 polygon and will be integrated with Chainlink. Tom Kysar of Augur joins ""First Mover"" to discuss the impact on sports betting."
2021-05-24,"Market Wrap: DeFi Token Yearn.Finance Pops 76% as Bitcoin, Ether Make Double-Digit Gains",Opportunities in the crypto market this month have led to gains on decentralized and centralized exchanges.
2021-05-25,Chainlink Labs Joins Hedera Hashgraph's Governing Council,"Hedera Hashgraph has announced that it has surpassed 1.2B transactions, making it the world's most-used public network. Dr. Leemon Baird, co-founder and chief scientist of Hedera Hashgraph, joins ""First Mover"" to discuss how his company's distributed ledger is being used in supply chains today. He also discusses whether Hedera's governance council Chainlink has now joined makes the organization centralized."
2021-05-26,"Market Wrap: Bitcoin, Ether Climb on 'Green' Mining Plans Before Losing Steam",Major cryptocurrencies saw a pop in anticipation of a more environmentally friendly mining outlook. Then they slipped.
2021-05-26,Chainlink's Founder Says DeFi and Oracles Can Help Fight Climate Change,"Many interventions to combat global warming need better data sources, Sergey Nazarov argues."
2021-06-04,Market Wrap: Musk-Induced Sell-Off Spurs Crypto Price Drop Before a Slight Recovery,"Bitcoin dipped below $36K and ether fell under $2.6K on Tesla CEO’s bearish tweets, wiping out some leveraged players in the market."
2021-06-10,Market Wrap: Bullish Basel News Causes BTC Jump to Week-High $38K Level; ETH Slips,Bitcoin busted out a quick 5% gain early Thursday on positive news from that continent before losing some steam.
2021-06-16,"If LaMelo Ball Wins NBA Rookie of the Year, This NFT Gets Rarer",Ball’s collaboration with Ether Cards and Chainlink brings “dynamic” NFTs to the forefront of the growing sports collectibles market.
2021-07-21,Avalanche to Include Data From Chainlink,"More than 225 projects building on Avalanche are waiting for price feeds, said Ava Labs President John Wu."
2021-07-26,"Aave, Chainlink Lead Altcoin Rally as Bitcoin Soars Most in 6 Weeks",The price of bitcoin cash and ether also rose in the past 24 hours.
2021-08-05,Telecoms Giant Swisscom Launches Chainlink Node for DeFi Data,Swisscom joins Deutsche Telekom in providing data to the oracle service.
2021-08-05,Chainlink Unveils Crypto ‘Keepers’ and Anti-Fraud Blockchain Bridges,"“Keepers” can do things like execute limit orders, liquidate under-collateralized loans or just remind a blockchain what time it is."
2021-08-06,Chainlink Integrates Weather Data From the Google Cloud,Google Cloud and Chainlink have been collaborating since 2019 to allow Chainlink to incorporate Google Cloud data.
2021-08-06,Market Wrap: Bitcoin Rallies Above $42K as Bull Market Continues,"Some analysts are optimistic about the broad crypto rally and see further upside, especially for ether."
2021-08-09,Chainlink Integrates Weather Data From the Google Cloud,"Chainlink, a leading provider of data feeds to blockchain-based smart contracts, has now fully added decentralized weather data from the Google Cloud. ""The Hash"" squad discusses the implications for Chainlink's ""sophisticated integration of data into decentralized systems"" as the latest example of the real-world meeting blockchain technology."
2021-08-12,Chainlink Oracles Become Available on Ethereum Scaler Arbitrum One,"U.S. dollar-denominated price feeds are available now, with support for new price pairs to follow."
2021-08-19,Bitcoin Little Changed Above $44K Despite Hack of Japan's Liquid Exchange,"""We still have support at $44,000 and $42,000, which is the line in the sand for short-term momentum,"" one investment officer said."
2021-09-01,Chainlink Price Feeds Now Available on Optimistic Ethereum,"The feeds will be native to Optimistic Ethereum, providing developers with low-cost price updates in real time."
2021-09-01,Market Wrap: Ether Breaks Out as Bitcoin Lags,"Ether may be poised for a move to $4,000."
2021-09-26,"Cardano Announces Partnerships With Dish Network, Chainlink",The tie-up with Chainlink will allow added support for developers working on the Cardano blockchain to develop smart contracts.
2021-10-21,"Associated Press Taps Chainlink for Elections, Sports Data","As well as providing race call data on the 2021 U.S. state elections, AP will begin adding macroeconomic and sports feeds to the blockchain."
2021-11-04,Value Secured by Chainlink Data Soars 10-Fold in Less Than a Year,The value of smart contracts dependent on data from Chainlink’s oracle networks has climbed to $75 billion.
2021-12-07,Ex-Google CEO Schmidt Joins Chainlink Labs as Strategic Adviser,The executive will help guide the oracle project as it expands.
2021-12-14,AccuWeather Taps Chainlink to Explore Crop Insurance and More,"Crop insurance in underserved countries is a big use case, said AccuWeather’s Matt Vitebsky."
2021-12-16,AccuWeather Taps Chainlink to Explore Crop Insurance,Blockchain oracle services firm Chainlink has added U.S. meteorology forecasting provider AccuWeather to bolster further its suite of real-world data feeds. AccuWeather’s Paul Lentz shares insights into how blockchain can be used for weather-related data points like crop futures and the pollen index.
2022-01-04,"Grayscale Adds Flexa’s AMP to DeFi Fund, Removes BNT, UMA in Quarterly Rebalancing","The world’s largest digital asset manager announced the updated weightings on Monday, following reconstitution of the CoinDesk DeFi Index (DFX)."
2022-01-05,Chainlink Jumps While Bitcoin Stages Recovery,LINK hit resistance levels while major cryptocurrencies held support levels ahead of publication of the Fed’s minutes on Wednesday.
2022-01-10,Dez Bryant Taps Chainlink for ‘Dynamic’ Sports NFTs,The collectibles change in appearance based on players’ real-life stats.
2022-01-18,Damien Hirst Launches Chainlink Price Index for NFT Project,"Hirst’s NFT collection, “The Currency,” gets its own dedicated price index."
2022-01-27,Chainlink Labs Hires Diem Co-Creator Christian Catalini as Technical Adviser,"In his new role, Catalini will primarily work on a new protocol for decentralized inter-blockchain messaging, data and token movements."
2022-02-07,Meet the Man Behind Associated Press' Crypto Strategy,Dwayne Desaulniers is running the news agency's increasingly ambitious blockchain experiments – from NFTs to Chainlink nodes.
2022-02-17,BofA Says Chainlink Likely Driver for DeFi’s TVL Growth to $203B,The decentralized oracle network has secured more than $60 billion deposited into smart contracts.
2022-02-17,Could Chainlink Be the Driver for DeFi’s Growth? Bank of America Thinks So,"Chainlink (LINK) could accelerate the adoption of next-generation blockchain use across finance, insurance, supply chain, gaming and gambling, Bank of America said in a research report following an investor call with Chainlink co-founder Sergey Nazarov."
2022-02-28,Chainlink Adds Bahrain Telco to Roster of Big-Name Node Operators,"Crypto-friendly stc Bahrain will launch a Chainlink node, joining Deutsche Telekom and Swisscom."
2022-03-11,"Competitive Gamer 'That Denver Guy' on the Future of Metaverse Gaming, Digital Land Ownership and More","""That Denver Guy,"" aka competitive gaming expert Denver Moore, joins CoinDesk's ""After Show"" following his appearance on ""New Money"" with Spencer Dinwiddie and Solo Ceesay. He updates Ceesay on his investments in cardano and chainlink and why he's refocused on bitcoin. Moore discusses the future of metaverse gaming, saying, ""our cash won't do anything in these worlds."" Plus, why he views land purchase in the metaverse as similar to the California Gold Rush."
2022-03-18,Chainlink's Total Value Secured Expansion Isn’t Matched by LINK Token’s Growth,"The disconnect may reflect a number of issues, including market saturation, according to a Coinbase report."
2022-03-22,"Lemonade Is Working With Avalanche, Chainlink on Weather Insurance for Farmers",A newly formed DAO backed by the Lemonade Foundation will roll out permissionless weather insurance to African farmers later this year.
2022-03-29,Chainlink Labs Hires Diem CTO Dahlia Malkhi to Lead Research,Malkhi was an integral executive at the now-shuttered stablecoin project.
2022-04-08,A Censorship-Resistant Inflation Index Is Being Built on Chainlink,"Truflation currently measures a 13.3% inflation rate, as opposed to the 7.9% measured by the Consumer Price Index in March."
2022-05-26,State of DeFi: Should Chainlink Oracles Be of Concern?,"As the collapse of Terra's ecosystem poses contagion risks across DeFi land, ""Proof of Decentralization"" Podcast Host Chris Blec unpacks the vulnerabilities and potential consequences of Chainlink oracles relying on multisig and how it could bring down all of DeFi. ""This is an intentional point of control that the Chainlink team chose to keep in the protocol,"" Blec said."
2022-05-27,Chainlink Response to Multi-Sig Security Protocol,"Yesterday, ""Proof of Decentralization"" podcast host Chris Blec joined ""First Mover"" to discuss the potential security risks of Chainlink's multi-signature protocol. A spokesperson for Chainlink has since published a statement saying the latest change went into effect May 23, clarifying the multi-sig safe has a 4-of-9 signing threshold, and not 3-of-20 as Blec noted. ""First Mover"" hosts present Chainlink's response."
2022-06-03,Chainlink Price Feeds Now Live on Solana,The first non-EVM chain supported by Chainlink will offer seven price feeds for the Solana DeFi ecosystem.
2022-06-15,Chainlink Price Feeds Are Live on Polkadot-Based Moonbeam,Oracle application Chainlink now supports the most active decentralized application (dApp) ecosystem on Polkadot.
2022-06-22,Consensus 2022 Foundations: Chainlink,"""Chainlink Co-founder Sergey Nazarov discusses the network's evolution as a cryptographic truth source and how they expand the capabilities of smart contracts while maintaining the on-chain security, followed by a Q&A with Lattice Capital's General Partner Mike Zajko.

Plus, Chainlink Labs Head of Developer Relations Stephen Fluin's analysis on the network's technology.

Richard Gottleber, Chainlink Labs Developer Advocate, demonstrates the operation of smart contracts, and the session ends on a conversation between Dez Bryant (Personal Corner) and Lauren Halstead (Chainlink) about athletes, fans, and crypto."""
2022-06-28,LINK Rallies as Much as 8% After Listing on Robinhood,It was the first time Robinhood has listed a new token since mid-April.
2022-06-29,Chainlink’s Smart Contract Products Go Live on Fantom,"Two protocols, Keepers and VRF, will allow developers to deploy more sophisticated applications on the Fantom network."
2022-09-27,Galaxy Digital Offers Crypto Price Data on Chain Via Chainlink,"Crypto price data will help developers build out their platforms, Galaxy’s head of strategic opportunities said."
2022-09-28,SWIFT Partners With Crypto Data Provider Chainlink on Cross-Chain Protocol in TradFi Play,"Interest from institutional investors moving into crypto has been “undeniable,” according to SWIFT’s Strategy Director."
2022-09-28,Blockchain Data Provider Chainlink Launches Programs to Reduce Costs Ahead of Staking of Its Token,"The popular blockchain oracle network’s new “Build” and “Scale” programs set the stage for the LINK token staking to begin in December 2022, said cofounder Sergey Nazarov."
2022-10-05,Hedge Fund Two Sigma to Provide Data to Blockchain Information Network Chainlink,"The massive fund, which manages about $60 billion in assets, will provide derivatives-related data to Chainlink."
2022-11-02,SWIFT Is Partnering With Chainlink: Here’s the Down-low on the Blockchain Data Provider,Chainlink said it is helping Belgium-based SWIFT make token transfers and communicate across all blockchain environments.
2022-11-17,‘Proof of Reserves’ Emerges as a Favored Way to Prevent Another FTX,"Several exchanges, including Binance, have announced plans to use the auditing technique to reassure customers."
2022-12-05,Chainlink ‘Smart Money’ Might Be Pulling LINK Tokens Off Exchanges to Stake Them,The price of LINK is up 28% in the past two weeks.
2022-12-06,Blockchain Data Provider Chainlink Launches Staking of Its Native Token LINK,"Staking will provide incentives that will enable the Chainlink system to grow, according to co-founder Sergey Nazarov."
2022-12-07,Chainlink Staking Opens With Initial $51M Inflow,"Staking started Tuesday, and 7 million LINK tokens were locked in the first 30 minutes to secure the network."
2022-12-08,"Chainlink’s First Staking Pool Pulls in $170M of LINK Tokens, Hitting Community Limit After 2 Days","Staking started Tuesday, and 24.27 million LINK tokens were locked in by Thursday to secure the network."
2022-12-12,Chainlink Whale ‘Oldwhite’ Used More Than 150 Wallets to Avoid Staking Limits,"The crypto wallet labeled “Oldwhite” on OpenSea is connected to over 1 million staked LINK tokens, blockchain data shows, even though Chainlink officials tried to get ""greater inclusion"" from a broad base of participants by limiting each wallet to 7,000 LINK tokens."
2022-12-22,Aave DAO Votes to Integrate Chainlink Proof of Reserves to Tighten Network Security,"Although the decentralized lending protocol’s data is inherently on-chain, introducing Chainlink’s PoR would help mitigate the risk of attacks on the Aave protocol."
2023-02-06,StarkWare Partnering With Chainlink for StarkNet Growth,The provider of blockchain scaling products will integrate the data provider’s price feeds.
2023-02-09,DeFi Giant MakerDAO Integrates Blockchain Data Provider Chainlink for DAI Stablecoin,"Chainlink Automation will run specific tasks, including price updates and liquidity balancing, to help maintain the stability of Maker’s $5 billion DAI stablecoin."
2023-02-22,"Chainlink, TrueUSD Start Real-Time ‘Mint Lock’ Verification of Stablecoin Reserves",The key is to get information from the bank account where the stablecoin’s reserves are kept to the blockchain-based smart contract that controls issuance of new TUSD.
2023-02-28,"Crypto Broker Voyager Digital Sends $121M in Crypto to Exchanges, Sells Ether, Shiba Inu Holdings","Blockchain transaction data by Arkham Intelligence shows Voyager Digital transferred some $121 million of crypto assets to exchanges in February and received some $150 million in USDC stablecoins in the last four days, likely proceeds from sales."
2023-03-01,Chainlink Launches Platform to Help Web2 Connect With Smart Contracts,The beta version of Chainlink Functions is now live on the Ethereum Sepolia and Polygon Mumbai test networks.
2023-03-03,"Chainlink Price Feeds Go Live on Base, Coinbase’s Layer 2 Testnet","Base also joins the Web3 services platform's Scale program, allowing developers to construct smart contracts that can react to external information at a subsidized cost."
2023-04-25,Decentralized Exchange GMX Connects to Chainlink's Low-Latency Oracles Following Community Vote,"GMX is the largest protocol on Arbitrum, with $567 million in total value locked."
2023-04-25,Celo Joins Chainlink Program Giving Developers Access to Data Feeds,More than 90 Celo community members voted in favor of joining the Chainlink Scale program while three voted to not join.
2023-05-18,Coinbase Cloud Joins Chainlink as Node Operator to Bolster Security,"Telecoms giants Swisscom, Deutsche Telekom and news provider Associated Press are also Chainlink node operators."
2023-06-06,Swift and Chainlink Will Test Connecting Over a Dozen Financial Institutions to Blockchain Networks,"In a new set of experiments, Swift will collaborate with major financial market institutions like the Depository Trust and Clearing Corporation (DTCC), Australia and New Zealand Banking Group Limited (ANZ), BNP Paribas, BNY Mellon, Citi, Clearstream, Euroclear and Lloyds Banking Group."
2023-06-28,Chainlink Data Feeds Go Live on Celo,"In April, Celo joined Chainlink Scale to access the data provider’s oracle services at a low cost."
